,makespan,tardiness,throughput_op,throughput_j,flow_time,utilization,duration,n_decisions,instance,control_name
14535,11012.660874205909,100.64680926800048,0.09080457588067764,0.009080457588067765,817.98,5517.4,15.316387176513672,-1,37457__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14538,9844.608100982541,107.69773025583521,0.10157844677435104,0.010157844677435102,853.35,5493.8,17.668731927871704,-1,4733__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14541,12975.640241270416,88.14966634187826,0.07706748810894068,0.007706748810894067,779.35,5513.8,12.856855154037476,-1,70308__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14544,9135.302750737663,152.8530843293677,0.10946544709963238,0.010946544709963238,927.38,5573.5,19.893548011779785,-1,70352__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14547,11395.721726739435,106.4814509643956,0.08775223052819504,0.008775223052819504,843.3,5601.4,15.454334497451782,-1,4890__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14550,11100.965004839607,113.54582508715684,0.09008225857518126,0.009008225857518126,832.74,5492.0,15.97257685661316,-1,70474__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14553,11507.333618801124,114.65653865707931,0.08690110438496032,0.008690110438496034,836.52,5616.0,14.940514326095581,-1,70520__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14556,10779.6152209288,102.04797336412065,0.09276768970922857,0.009276768970922855,846.5,5662.2,15.626659870147705,-1,70588__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14559,11878.068830239199,97.41327393535208,0.08418876959646833,0.008418876959646831,803.92,5450.8,14.333560943603516,-1,70635__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14562,10201.840946165046,114.27479601535136,0.0980215242794888,0.00980215242794888,851.78,5541.7,15.72721242904663,-1,5159__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14565,11663.6761110262,92.86582354785162,0.08573626277693489,0.008573626277693489,803.22,5528.1,14.888001441955565,-1,5198__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14568,8565.42281473143,266.5348128139101,0.1167484690049542,0.011674846900495422,1072.33,5608.6,22.649719953536987,-1,5240__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14571,10261.679382297269,92.11960486545244,0.09744993609185748,0.009744993609185746,832.75,5525.4,16.506711959838867,-1,70824__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14574,12778.332953129311,79.99726683136912,0.07825746939510665,0.007825746939510665,776.04,5620.2,13.67924690246582,-1,5332__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14577,10645.42439314458,102.4533056722254,0.09393707221705301,0.0093937072217053,814.24,5497.3,15.606975317001345,-1,5384__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14580,9144.494548127928,188.24033668161368,0.10935541540726504,0.010935541540726505,960.29,5497.1,19.650970697402954,-1,70970__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14583,11301.719693214272,112.31512667574788,0.08848210955014355,0.008848210955014355,852.29,5671.0,15.283757448196411,-1,5486__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14586,11405.872736296476,101.95108004347854,0.08767413271390777,0.00876741327139078,818.39,5561.407316564988,14.714454650878904,-1,5534__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14589,10977.81006346132,103.85987695573692,0.09109284950451206,0.009109284950451206,820.57,5440.551232656895,15.07419753074646,-1,5582__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14592,12160.056164239097,96.6500010309572,0.08223646227398605,0.008223646227398605,825.95,5647.5,13.810300588607788,-1,5613__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14595,12455.327184740225,65.85258508640665,0.08028693146055292,0.008028693146055295,752.64,5533.9,13.3977530002594,-1,38414__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14598,12128.120560608591,86.75375101979799,0.08245300621828744,0.008245300621828744,778.4,5465.5,13.408517599105835,-1,71216__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14601,10936.964572065266,128.3552777764597,0.09143304738813526,0.009143304738813527,838.31,5529.3,15.1670880317688,-1,71259__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
